Filename,Identifier,IE_krr,IE_exp
551-68-8,OCC1(O)OC[C@@H](O)[C@@H](O)[C@H]1O,34.7296000902,nan
185099-67-6,CC(C)(C)OC(=O)N1[C@H]2CC[C@@H]1CC(=O)C2,9.8420106277,nan
929-17-9,NCCCCCCC(O)=O,23.1785979733,nan
13200-83-4,OC(=O)C1CCCN1C=O,5.9932145996,nan
3623-15-2,O=C(C#C)c1ccccc1,61.6297704129,nan
51022-70-9,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.CC(C)(C)NCC(O)c2ccc(O)c(CO)c2.O[S](O)(=O)=O,29.1317568319,nan
15119-34-3,O=C1Oc2ccccc2C=C1C#N,78.1949040492,nan
5340-36-3,CCCCCC(C)(O)CC,7.5881546261,nan
271-34-1,[nH]1ccc2cnccc12,23.5496473012,nan
272-49-1,[nH]1ccc2ncccc12,23.0784838571,nan
5337-03-1,OC(=O)C1CCOCC1,32.0742957809,nan
1654-86-0,CCCCCCCCCCOC(=O)CCCCCCCCC,31.9985292596,nan
29682-12-0,CC(=O)c1ccc(OCc2ccccc2)cc1O,56.8798706051,nan
6318-43-0,OC(=O)CCc1ccncc1,40.6126661258,nan
6270-56-0,CCOCc1occc1,35.0914356417,nan
26734-09-8,CC(C)(CN)CO,-26.0880783975,nan
603-81-6,Nc1cccc(C(O)=O)c1N,41.0310930135,nan
197507-59-8,[O-]C(=O)c1ccc2cnccc2n1,62.2487310615,nan
253-72-5,c1cnc2ccncc2c1,29.2219109367,nan
7579-20-6,Nc1cnccc1C([O-])=O,49.6869174106,nan
1143-38-0,Oc1cccc2Cc3cccc(O)c3C(=O)c12,75.1032201023,nan
1975-51-5,Cc1cc(ccc1C(O)=O)[N+]([O-])=O,69.7262991383,nan
10516-71-9,COc1cccc(CCC(O)=O)c1,47.1998328122,nan
37942-07-7,CC(C)(C)c1cc(C=O)c(O)c(c1)C(C)(C)C,30.0838018036,nan
16642-79-8,OC(=O)CCc1ccc(cc1)[N+]([O-])=O,65.9480634061,nan
1196-38-9,O=C1NCCc2ccccc12,40.3294414088,nan
2745-26-8,OC(=O)Cc1occc1,59.6165533972,nan
73590-58-6,COc1ccc2nc([nH]c2c1)[S](=O)Cc3ncc(C)c(OC)c3C,46.4438548562,nan
60628-96-8,c1ccc(cc1)C(n2ccnc2)c3ccc(cc3)c4ccccc4,43.1215166807,nan
58196-33-1,Oc1ccc2CCCNc2c1,30.9283982221,nan
138-60-3,OC(=O)C1=CC(=O)C=C(N1)C(O)=O,62.031129213,nan
487-60-5,OC[C@H]1O[C@@H](Oc2c[nH]c3ccccc23)[C@H](O)[C@@H](O)[C@@H]1O,49.7473485297,nan
492-38-6,OC(=O)C(=C)c1ccccc1,55.4302858942,nan
3056-33-5,CC(=O)NC1=NC(=O)c2ncn(C(C)=O)c2N1,21.032773243,nan
1968-05-4,C(c1c[nH]c2ccccc12)c3c[nH]c4ccccc34,43.3221671051,nan
14631-20-0,CC(=O)NC1=CC=NC(=O)N1,11.2348333687,nan
3081-61-6,CCNC(=O)CCC(N)C(O)=O,-4.9988516444,nan
6093-68-1,Oc1ccc2OC(=O)C=Cc2c1,67.4766340403,nan
15471-17-7,[O-][S](=O)(=O)CCC[n+]1ccccc1,44.0967541526,nan
15163-36-7,CCCCCCCCCC[N+](C)(C)CCC[S]([O-])(=O)=O,14.7450829828,nan
15178-76-4,CCCCCCCC[N+](C)(C)CCC[S]([O-])(=O)=O,16.0801435287,nan
1193-22-2,NC1=CC(=O)N=CN1,-0.6998537004,nan
578-68-7,Nc1ccnc2ccccc12,33.6769182329,nan
2434-56-2,Nc1cc(N)ncn1,-4.2991645741,nan
154-58-5,OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,30.3668048463,nan
580-19-8,Nc1ccc2cccnc2c1,33.5428480666,nan
23597-82-2,CCCCCCOC(=O)c1cccnc1,42.6595866094,nan
196-78-1,c1ccc2c(c1)ccc3c4ccccc4c5ccccc5c23,57.0380724488,nan
1120-25-8,CCCCCC\C=C/CCCCCCCC(=O)OC,33.8364786184,nan
1445-07-4,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)C2=CNC(=O)NC2=O,40.235754341,nan
109-11-5,O=C1COCCN1,-5.3306716618,nan
26661-13-2,O=C1NC(=CC=N1)NC(=O)c2ccccc2,40.6896766463,nan
22927-13-5,CCc1ccccc1C=O,50.2052687489,nan
71963-77-4,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,40.8863663189,nan
496-77-5,CCCC(O)C(=O)CCC,20.928377411,nan
19617-44-8,CCOC(=O)NC(=O)OCC,22.2372011157,nan
16214-27-0,O=C1Cc2ccccc2C1=O,69.2841950696,nan
38821-49-7,O.C[C@@](Cc1ccc(O)c(O)c1)(NN)C(O)=O,19.7366816252,nan
209216-23-9,O.NC1=NC(=O)c2ncn(C3C[C@H](O)[C@@H](CO)C3=C)c2N1,22.0016382516,nan
21187-98-4,Cc1ccc(cc1)[S](=O)(=O)NC(=O)NN2CC3CCCC3C2,27.7131359112,nan
134678-17-4,NC1=NC(=O)N(C=C1)[C@@H]2CS[C@H](CO)O2,27.1107078146,nan
129618-40-2,Cc1ccnc2N(C3CC3)c4ncccc4C(=O)Nc12,34.9300936838,nan
38401-84-2,CC[C@H]1CC[C@@]2(CCCO2)O1,23.236473421,nan
77-53-2,C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)O,14.3920010128,nan
93413-62-8,CN(C)CC(c1ccc(O)cc1)C2(O)CCCCC2,12.4457947488,nan
144060-53-7,CC(C)COc1ccc(cc1C#N)c2sc(C(O)=O)c(C)n2,58.436230108,nan
25812-30-0,Cc1ccc(C)c(OCCCC(C)(C)C(O)=O)c1,31.4183198367,nan
1077-93-6,Cc1ncc(n1CCCO)[N+]([O-])=O,15.9047979737,nan
102767-28-2,CC[C@@H](N1CCCC1=O)C(N)=O,1.8503324287,nan
20554-84-1,C\C1=C\CC[C@@]2(C)O[C@H]2[C@H]3OC(=O)C(=C)[C@@H]3CC1,38.4014159075,nan
1587-20-8,COC(=O)CC(O)(CC(=O)OC)C(=O)OC,42.9320936864,nan
181695-72-7,Cc1onc(c2ccccc2)c1c3ccc(cc3)[S](N)(=O)=O,70.562966057,nan
125-46-2,CC(=O)C1C(=O)C=C2Oc3c(C(C)=O)c(O)c(C)c(O)c3C2(C)C1=O,68.3538341684,nan
105816-04-4,CC(C)[C@H]1CCC[C@@H](C1)C(=O)N[C@H](Cc2ccccc2)C(O)=O,31.5620126772,nan
19395-41-6,OC(=O)C(C1CCCCN1)c2ccccc2,32.8407112408,nan
645-05-6,CN(C)c1nc(nc(n1)N(C)C)N(C)C,-0.0116450274,nan
134308-13-7,Cc1ccc(cc1)C(=O)c2cc(O)c(O)c(c2)[N+]([O-])=O,71.1338409689,nan
111406-87-2,CC(N(O)C(N)=O)c1sc2ccccc2c1,44.4447064313,nan
29342-05-0,CC1=CC(=O)N(O)C(=C1)C2CCCCC2,39.3308087161,nan
21256-18-8,OC(=O)CCc1oc(c2ccccc2)c(n1)c3ccccc3,59.3694131408,nan
552-70-5,CN1C2CCCC1CC(=O)C2,-2.8162489538,nan
13647-35-3,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(=C(C[C@]35C)C#N)O)[C@@H]1CC[C@@H]2O,39.8085250498,nan
90-89-1,CCN(CC)C(=O)N1CCN(C)CC1,-45.9981851908,nan
3424-98-4,CC1=CN([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O,25.723904834,nan
40957-83-3,COc1cc2C(=O)C(=COc2cc1O)c3ccc(O)cc3,64.8629236832,nan
477-90-7,COc1c(O)cc2C(=O)O[C@@H]3[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]3c2c1O,67.7422447085,nan
480-44-4,COc1ccc(cc1)C2=CC(=O)c3c(O)cc(O)cc3O2,68.623885191,nan
552-58-9,Oc1cc(O)c2C(=O)C[C@H](Oc2c1)c3ccc(O)c(O)c3,63.4291070265,nan
64-17-5,CCO,-13.749142935,nan
4714-69-6,CN(C)c1ccc(cc1)C(N)=S,35.789938991,nan
1139-13-5,CCOC(=O)C1(CCCCC1)C(=O)OCC,30.3556704398,nan
120-50-3,CC(C)COC(=O)c1ccccc1,43.2083787252,nan
2373-80-0,OC(=O)\C=C/c1ccc2OCOc2c1,68.6938683146,nan
874-66-8,C/C(C=O)=C/c1occc1,49.0920510359,nan
2387-48-6,NC1=NC(=O)C(=C(N)N1)N=O,16.4119575231,nan
15646-46-5,CCO/C=C/1N=C(OC1=O)c2ccccc2,58.7253965004,nan
627-06-5,CCCNC(N)=O,-26.364986782,nan
14090-87-0,CCCCC(=O)CC(C)=O,29.1110835249,nan
2049-96-9,CCCCCOC(=O)c1ccccc1,49.502769091,nan
7169-34-8,O=C1COc2ccccc12,65.6786719994,nan
16475-90-4,COC(=O)c1cc(ccc1O)C(C)=O,61.2505317703,nan
496-14-0,C1OCc2ccccc12,52.7238009309,nan
131-55-5,Oc1ccc(c(O)c1)C(=O)c2ccc(O)cc2O,60.4013524251,nan
108-26-9,CC1=NNC(=O)C1,4.0191370604,nan
4619-20-9,Cc1ccc(cc1)C(=O)CCC(O)=O,55.0691881061,nan
3524-62-7,COC(C(=O)c1ccccc1)c2ccccc2,57.0510445811,nan
1558-17-4,Cc1cc(C)ncn1,17.916591971,nan
4426-11-3,N#CC1CCC1,32.1222099138,nan
20662-84-4,Cc1oc(C)c(C)n1,10.2612472962,nan
6214-44-4,CCOc1ccc(CO)cc1,39.3785580471,nan
1634-82-8,OC(=O)c1ccccc1NN=C2C=CC(=O)C=C2,52.1488700438,nan
1504-63-8,OC/C=C/c1ccc(cc1)[N+]([O-])=O,63.4429852574,nan
15690-25-2,[O-]C(=O)/C=C/c1sccc1,80.8331051566,nan
551-08-6,CCC\C=C/1OC(=O)c2ccccc12,62.2504005882,nan
10323-20-3,OC1COC(O)C(O)C1O,32.1936605134,nan
1539-06-6,CC(=O)Nc1ccc(cc1[N+]([O-])=O)C(O)=O,60.8142146569,nan
2596-47-6,COc1cc(\C=C\C(O)=O)ccc1OC(C)=O,62.41124085,nan
603-79-2,Cc1cccc(C(O)=O)c1C,52.85328065,nan
1515-95-3,CCc1ccc(OC)cc1,37.4385572989,nan
22446-12-4,COc1ccc(OCC#N)cc1,46.8201012002,nan
16212-05-8,C=CC[S](=O)(=O)c1ccccc1,61.329902415,nan
505-10-2,CSCCCO,9.9103061264,nan
41764-74-3,COc1ccc(cc1OC)C(=O)NN,36.0665603104,nan
2150-46-1,COC(=O)c1cc(O)ccc1O,57.1235142814,nan
101-39-3,C/C(C=O)=C/c1ccccc1,48.3904349396,nan
16839-97-7,COc1sccc1,47.4103678382,nan
1518-58-7,CCNCC.CCN(CC)C(S)=S,8.9844188072,nan
14227-18-0,COc1cc(OC)c(c(OC)c1)[N+]([O-])=O,52.5483046557,nan
537-73-5,COc1ccc(\C=C\C(O)=O)cc1O,61.2296694014,nan
135-77-3,COc1ccc(OC)c(OC)c1,37.9360121425,nan
106-00-3,COCCOC(=O)CCCCC(=O)OCCOC,32.0779395058,nan
495-18-1,ONC(=O)c1ccccc1,50.3997984418,nan
22014-01-3,CC(C)(C)c1cc(\C=C\C(O)=O)cc(c1O)C(C)(C)C,31.8930010746,nan
2243-42-7,OC(=O)c1ccccc1Oc2ccccc2,63.1452440409,nan
94-52-0,[O-][N+](=O)c1ccc2nc[nH]c2c1,53.8074611441,nan
40497-30-1,CC1=NC(=CC(=O)N1)O,10.7191736632,nan
6141-57-7,COC(=O)c1occc1C,53.5044404703,nan
22948-06-7,Nc1ccc(cc1)C(c2ccccc2)(c3ccccc3)c4ccccc4,45.9859662805,nan
13021-15-3,CN(C)c1c(C)cc(C)cc1C,35.0650580434,nan
616-82-0,OC(=O)c1ccc(O)c(c1)[N+]([O-])=O,68.9374404342,nan
94-08-6,CCOC(=O)c1ccc(C)cc1,49.6332344434,nan
645-12-5,OC(=O)c1oc(cc1)[N+]([O-])=O,85.8496932135,nan
3777-71-7,CCCCCCCc1occc1,39.9363109795,nan
13290-96-5,COC(=O)c1cc(cc(c1)[N+]([O-])=O)C(=O)OC,76.4983621053,nan
618-98-4,CCOC(=O)c1cccc(c1)[N+]([O-])=O,66.652873545,nan
2942-06-5,[O-][N+](=O)c1ccc2ncsc2c1,74.6240157242,nan
13139-15-6,CC(C)CC(NC(=O)OC(C)(C)C)C(O)=O,8.873121247,nan
15570-12-4,COc1cccc(S)c1,54.5770433551,nan
101-82-6,C(c1ccccc1)c2ccccn2,38.0962162399,nan
133-37-9,OC(C(O)C(O)=O)C(O)=O,66.7500041392,nan
40357-96-8,[O-]C(=O)c1csc(c1)[N+]([O-])=O,96.2593808078,nan
599-70-2,CC[S](=O)(=O)c1ccccc1,58.8471233262,nan
695-53-4,CC1(C)OC(=O)NC1=O,22.1352301782,nan
6099-04-3,COc1cccc(\C=C\C(O)=O)c1,59.9935611786,nan
72-14-0,Nc1ccc(cc1)[S](=O)(=O)Nc2sccn2,58.6010785639,nan
4664-08-8,O=C1OC(=O)c2cnccc12,71.2989416481,nan
3575-31-3,CCCCCCCCc1ccc(cc1)C(O)=O,52.9893736028,nan
3581-91-7,Cc1scnc1C,32.0283432,nan
43088-42-2,CCOC(=O)c1c(C)csc1N,49.6430306689,nan
616-06-8,CCCCC(N)C(O)=O,12.2309455924,nan
1904-58-1,NNC(=O)c1ccccc1N,25.3788189622,nan
154-92-7,NC(N)=NCCCC(NC(=O)c1ccccc1)C(O)=O,26.124241865,nan
1477-42-5,Cc1cccc2sc(N)nc12,49.1555516698,nan
93-54-9,CCC(O)c1ccccc1,38.6320038289,nan
2657-25-2,Oc1ccc(cc1)C(=O)\C=C\c2ccccc2,61.575134821,nan
6136-68-1,CC(=O)c1cccc(c1)C#N,64.4496238795,nan
15014-25-2,O=C(CC(=O)OCc1ccccc1)OCc2ccccc2,61.1993518611,nan
4149-06-8,NC1=NN(C(=O)C1)c2ccccc2,32.6009208479,nan
99-42-3,COC(=O)c1ccc(O)c(c1)[N+]([O-])=O,70.271015531,nan
99-36-5,COC(=O)c1cccc(C)c1,54.7562731363,nan
3704-28-7,COC(=O)c1ccccc1SC,59.902669408,nan
33898-90-7,O=C(CC#N)c1sccc1,70.6126226103,nan
25870-62-6,CCCCC(=O)Cc1ccccc1,42.6089351875,nan
613-30-9,Cc1ccc2cc(ccc2n1)[N+]([O-])=O,65.2165891448,nan
42139-37-7,CC(C)c1ccc(cc1)\C=C\[N+]([O-])=O,54.4465129788,nan
1164-16-5,OC(=O)C(Cc1ccc(O)cc1)NC(=O)OCc2ccccc2,50.5619245887,nan
14191-95-8,Oc1ccc(CC#N)cc1,50.6238673484,nan
7391-40-4,CN(C)C(=O)CC#N,-24.0085714745,nan
716-79-0,[nH]1c2ccccc2nc1c3ccccc3,40.478014309,nan
1656-48-0,N#CCCOCCC#N,31.3833307,nan
104-20-1,COc1ccc(CCC(C)=O)cc1,42.3957335451,nan
621-44-3,NC(Cc1ccc(O)c(c1)[N+]([O-])=O)C(O)=O,48.6296734328,nan
3025-96-5,CC(=O)NCCCC(O)=O,11.0075793016,nan
60075-23-2,COc1ccc(CC(=O)NN)cc1OC,32.2720004025,nan
67565-48-4,[O-][N+](=O)c1ccc(COc2ccc(C=O)cc2)cc1,71.8067146927,nan
52182-15-7,CCOC(=O)C(O)(c1ccccc1)c2ccccc2,56.8487730666,nan
15707-23-0,CCc1nccnc1C,9.8617413302,nan
5445-26-1,CCOC(=O)Cc1ccc(cc1)[N+]([O-])=O,60.6606753088,nan
40649-36-3,CCCC1CCC(=O)CC1,19.5786896527,nan
583-06-2,OC(=O)/C=C/C(=O)c1ccccc1,67.5670709972,nan
622-51-5,Cc1ccc(NC(N)=O)cc1,25.4610840042,nan
106-33-2,CCCCCCCCCCCC(=O)OCC,32.3952509796,nan
20577-61-1,COC(=O)C(=O)CC(C)=O,42.6429956333,nan
27231-36-3,Cc1ccc2NC(=S)Nc2c1,43.7533283442,nan
544-01-4,CC(C)CCOCCC(C)C,3.3202797228,nan
1540-36-9,CCCCC(C(C)=O)C(C)=O,27.4026255654,nan
35620-71-4,[O-]C(=O)c1cccnc1Oc2ccccc2,60.1951373252,nan
5290-62-0,[O-][N+](=O)c1ccc(N\N=C\2C=CC(=O)c3ccccc23)cc1,63.6954420134,nan
2016-04-8,C[NH+](C)C(OCc1ccccc1)OCc2ccccc2,24.5301292452,nan
13679-74-8,CC(=O)c1sc(C)cc1,50.0354173253,nan
7335-26-4,CCOC(=O)c1ccccc1OC,48.377157527,nan
96784-54-2,Cc1cc(ccc1[N+]([O-])=O)C#N,71.1547953316,nan
40046-30-8,Cc1cc(C)cc(c1)N=C=S,50.3131567702,nan
622-76-4,CCC#Cc1ccccc1,42.1195534524,nan
615-35-0,CNC(=O)C(=O)NC,-33.3011468842,nan
2049-73-2,CCOc1cccc(OCC)c1,35.842478929,nan
106-02-5,O=C1CCCCCCCCCCCCCCO1,25.4493923038,nan
56278-50-3,N#CCc1sc2ccccc2n1,44.449814731,nan
2345-34-8,CC(=O)Oc1ccc(cc1)C(O)=O,61.7425952821,nan
629-74-3,CCCCCCCCCCCCCCC#C,31.7771771924,nan
22053-74-3,Cc1c(sc2ccccc12)C=O,70.4257247179,nan
627-77-0,NC(CCCNC(N)=O)C(O)=O,-3.1029487643,nan
939-83-3,Cc1ccc(cc1C#N)[N+]([O-])=O,69.8308160302,nan
1947-47-3,NC1=C(C(=O)c2ccccc12)c3ccccc3,67.0022961142,nan
620-92-8,Oc1ccc(Cc2ccc(O)cc2)cc1,52.0283888336,nan
2396-84-1,CCOC(=O)\C=C\C=C\C,40.2033588285,nan
2142-73-6,CC(=O)c1cc(C)ccc1C,43.9694229097,nan
84-89-9,Nc1cccc2c1cccc2[S](O)(=O)=O,85.8755871226,nan
3459-92-5,O=C(OCc1ccccc1)OCc2ccccc2,61.5042838993,nan
1734-79-8,[O-][N+](=O)c1ccc(\C=C\C=O)cc1,75.3040190734,nan
2150-37-0,COC(=O)c1cc(OC)cc(OC)c1,51.5066479378,nan
14062-34-1,NNC(=O)c1cccc(N)c1,28.7043078512,nan
975-17-7,Oc1cc2OC3=CC(=O)C(=CC3=C(c4ccccc4)c2cc1O)O,67.9485029119,nan
5438-70-0,CCOC(=O)Cc1ccc(N)cc1,42.2624584235,nan
3185-99-7,Cc1ccc(cc1)[S](C)(=O)=O,60.9088245172,nan
619-80-7,NC(=O)c1ccc(cc1)[N+]([O-])=O,63.9103521409,nan
7450-57-9,NNC(=O)c1ccc(O)c(N)c1,30.1623342356,nan
108-58-7,CC(=O)Oc1cccc(OC(C)=O)c1,53.4988308811,nan
1667-01-2,CC(=O)c1c(C)cc(C)cc1C,41.2182624048,nan
619-55-6,Cc1ccc(cc1)C(N)=O,45.0480054582,nan
16310-13-7,[O-]C(=O)[C@H]1[NH2+]CCS1,15.382351148,nan
17216-62-5,CCOC(=O)C(CCC#N)C(=O)OCC,37.2563548621,nan
17626-75-4,CCCc1sccn1,28.8917314863,nan
5724-56-1,Cc1cccc(C#N)c1C,46.05016398,nan
16851-82-4,O=[S](=O)(n1cccc1)c2ccccc2,53.1673126026,nan
3777-69-3,CCCCCc1occc1,38.7180978336,nan
4463-33-6,COc1cccc(C)c1OC,35.8905362456,nan
93-20-9,OCCOc1ccc2ccccc2c1,57.5440983143,nan
1078-61-1,OC(=O)CCc1ccc(O)c(O)c1,53.8311812883,nan
2253-73-8,CC(C)N=C=S,22.4721797238,nan
13110-96-8,CC(=O)c1ccc(O)c(c1)C([O-])=O,72.7835481118,nan
618-88-2,OC(=O)c1cc(cc(c1)[N+]([O-])=O)C(O)=O,77.9027050624,nan
18979-55-0,CCCCCCOc1ccc(O)cc1,40.8789897515,nan
94-18-8,Oc1ccc(cc1)C(=O)OCc2ccccc2,60.3903395756,nan
4160-51-4,CCCC(=O)c1ccc(OC)cc1,47.0197162244,nan
614-60-8,OC(=O)/C=C/c1ccccc1O,60.4203202603,nan
13327-56-5,CCOC(=O)CCSC,23.4787225815,nan
33522-03-1,S=C=NC1CCCC1,38.3631230571,nan
17372-52-0,O=C1OC(=CC(=C1)c2ccccc2)c3ccccc3,67.2875414016,nan
705-86-2,CCCCCC1CCCC(=O)O1,28.1484439558,nan
72752-52-4,N#Cc1ccccc1N2CCCCC2,30.5436675442,nan
2555-28-4,COc1ccc2C(=CC(=O)Oc2c1)C,62.8846188277,nan
613-91-2,C\C(=N/O)c1ccccc1,39.8199493552,nan
480-63-7,Cc1cc(C)c(c(C)c1)C(O)=O,49.513702121,nan
100-31-2,OC(=O)c1ccc(\C=C\c2ccc(cc2)C(O)=O)cc1,73.251317941,nan
38116-61-9,CC1=CC=C(C([O-])=O)C(=O)N1,59.045275773,nan
871-78-3,CC(=O)NCCNC(C)=O,-27.2390606224,nan
3597-91-9,OCc1ccc(cc1)c2ccccc2,55.1829483857,nan
2571-52-0,Cc1cc(C)c(C#N)c(C)c1,48.5846597584,nan
13361-30-3,CC(C)OC(=O)CC#N,30.1890976655,nan
529-84-0,CC1=CC(=O)Oc2cc(O)c(O)cc12,67.6857335862,nan
645-49-8,c1ccc(cc1)\C=C/c2ccccc2,45.3385045145,nan
1916-07-0,COC(=O)c1cc(OC)c(OC)c(OC)c1,48.1832445156,nan
13816-33-6,CC(C)c1ccc(cc1)C#N,44.4346115964,nan
6622-76-0,COC(=O)C(/C)=C\C,25.9090435159,nan
53882-81-8,Cc1cccc(c1)C(=O)CC#N,56.2125707622,nan
15029-32-0,O=C(CC#N)N1CCOCC1,1.4584751129,nan
6141-58-8,COC(=O)c1ccoc1C,52.2308000832,nan
3598-14-9,N#CCOc1ccccc1,48.1423619172,nan
94-01-9,O=C(Oc1cccc(OC(=O)c2ccccc2)c1)c3ccccc3,66.7213403849,nan
4178-93-2,CC(C)C[C@H]([NH3+])C(=O)Nc1ccc(cc1)[N+]([O-])=O,30.5405091984,nan
5580-33-6,Cc1ccc(cc1C)C(N)=O,42.6123891324,nan
5837-78-5,CCOC(=O)C(/C)=C/C,22.0868955198,nan
135-00-2,O=C(c1sccc1)c2ccccc2,68.3857817634,nan
89-40-7,[O-][N+](=O)c1ccc2C(=O)NC(=O)c2c1,72.6844368799,nan
6537-46-8,O=C1c2ccccc2Oc3cccnc13,63.7802345043,nan
1124-39-6,CCc1ccc(O)c(O)c1,42.8589187943,nan
6436-59-5,CCOC(=O)c1csc(C)n1,43.4094208338,nan
2305-25-1,CCCC(O)CC(=O)OCC,23.7422160858,nan
704-38-1,O=C(c1sccc1)c2sccc2,76.5335103759,nan
1135-23-5,COc1cc(CCC(O)=O)ccc1O,50.5120199907,nan
3016-97-5,O=C(c1ccccc1)c2ccc(cc2)C(=O)c3ccccc3,66.7547102696,nan
1072-82-8,CC(=O)c1c[nH]cc1,25.1685608274,nan
122-94-1,CCCCOc1ccc(O)cc1,37.3650382784,nan
26311-45-5,CCCCCc1ccc(cc1)C(O)=O,50.7396148041,nan
92-43-3,O=C1CCN(N1)c2ccccc2,20.1882851487,nan
106-68-3,CCCCCC(=O)CC,22.3834087436,nan
493-72-1,OC1=CC(=O)C[C@@H](C1)c2ccccc2,49.0548489132,nan
2747-05-9,CC(=O)Oc1ccc2C(=CC(=O)Oc2c1)C,66.6323822804,nan
2396-68-1,CC(C)(C)c1ccc(S)cc1,52.3588709638,nan
14400-67-0,CC1OC(=CC1=O)C,36.9032182353,nan
3637-01-2,CC(=O)c1ccc(C)c(C)c1,46.7110030929,nan
7463-31-2,CC(=O)Nc1cccc(c1)C(C)=O,39.6767731269,nan
58477-85-3,O[C@@H]([C@@H](O)C(=O)NCC=C)C(=O)NCC=C,10.4516207674,nan
1589-62-4,[O-][N+](=O)c1ccc(NN=C2CCCCC2)c(c1)[N+]([O-])=O,47.6920935806,nan
300-87-8,Cc1onc(C)c1,17.2832051387,nan
20349-89-7,COC(=O)CCc1ccccc1O,47.8833870454,nan
20261-31-8,OC1=C(C(=O)c2ccccc2O1)[N+]([O-])=O,84.7411199737,nan
22325-27-5,CC1=CC(=NC(=S)N1)C,29.5027180757,nan
56-69-9,NC(Cc1c[nH]c2ccc(O)cc12)C(O)=O,38.5285486718,nan
6008-36-2,CCCCCCCCC(=O)c1ccccc1,48.9589394806,nan
6282-02-6,OCNC(=O)c1ccccc1,31.8608483985,nan
25081-39-4,COC(=O)c1cc(C)cc(C)c1,51.3919382883,nan
6314-42-7,NC(=O)c1sc2ccccc2c1,68.9568152393,nan
2810-04-0,CCOC(=O)c1sccc1,58.5028054695,nan
4027-57-0,CCOC(=O)c1cc(C)[nH]n1,27.2840092565,nan
3147-39-5,COC(=O)c1c(O)cc(O)cc1O,62.4440603644,nan
619-86-3,CCOc1ccc(cc1)C(O)=O,54.4791830424,nan
488-17-5,Cc1cccc(O)c1O,43.9901594141,nan
629-08-3,CCCCCCC#N,25.8772122186,nan
5031-78-7,CC(=O)c1ccc(Oc2ccccc2)cc1,55.3400103727,nan
3549-23-3,COC(=O)Cc1ccc(cc1)C(C)(C)C,36.7994500991,nan
1968-40-7,CCOC(=O)CCC=C,24.5903567408,nan
14389-86-7,[O-]C(=O)c1ccccc1OCc2ccccc2,67.5294692096,nan
10541-83-0,CNc1ccc(cc1)C(O)=O,34.8771349813,nan
3414-94-6,S=C1NNC(=N1)c2ccccc2,49.4963657721,nan
70311-20-5,CCOC(=O)CCc1cc(OC)c(OC)c(OC)c1,41.2324220093,nan
3195-24-2,CCOC(=O)C(CC=C)(CC=C)C(=O)OCC,33.042665676,nan
769-28-8,CC1=CC(=C(C#N)C(=O)N1)C,40.1341992527,nan
6314-28-9,OC(=O)c1sc2ccccc2c1,78.8043417566,nan
541-35-5,CCCC(N)=O,4.4422743589,nan
58414-52-1,COC(=O)Cc1cscc1,57.7726222381,nan
99-03-6,CC(=O)c1cccc(N)c1,46.018019019,nan
618-84-8,Nc1cc(cc(c1)[N+]([O-])=O)C(O)=O,66.6704534897,nan
2439-77-2,COc1ccccc1C(N)=O,48.7256043868,nan
2024-83-1,COc1ccc(cc1OC)C#N,51.7251308928,nan
14227-95-3,O=C(CC#N)N1CCCC1,-1.024653563,nan
123-33-1,O=C1NNC(=O)C=C1,19.2810567107,nan
3949-36-8,CC(=O)C1=Cc2ccccc2OC1=O,72.4864460385,nan
1846-76-0,CCOC(=O)C1=Cc2ccccc2OC1=O,73.6777030301,nan
792-74-5,COC(=O)c1ccc(cc1)c2ccc(cc2)C(=O)OC,70.2647369625,nan
7152-95-6,COc1cc(\C=C\C([O-])=O)ccc1OCc2ccccc2,66.7124310776,nan
696-23-1,Cc1[nH]c(cn1)[N+]([O-])=O,24.3847476594,nan
7116-96-3,CCCCCc1ccc(cc1)c2ccccc2,46.5893489131,nan
533-30-2,Nc1ccc2ncsc2c1,38.2307787793,nan
3619-22-5,Cc1ccc(cc1)C(=O)NN,36.1416141664,nan
5910-89-4,Cc1nccnc1C,5.4626071526,nan
13026-23-8,OC(=O)\C=C/c1ccc(cc1)c2ccccc2,63.0393674701,nan
2816-57-1,CC1CCCC(C)C1=O,20.7120796586,nan
18794-77-9,CCCCCCc1sccc1,41.8387571357,nan
86-93-1,S=C1N=NNN1c2ccccc2,50.98295117,nan
14315-14-1,Cc1ccc2sccc2c1,57.0731169409,nan
5380-42-7,COC(=O)c1sccc1,66.49680486,nan
3849-21-6,CCOC(=O)\C(=N\O)C#N,43.4806414058,nan
89-95-2,Cc1ccccc1CO,39.6707593685,nan
1003-56-1,CC1=CC=CNC1=O,22.1818299277,nan
14035-33-7,CC(=O)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,25.0339901242,nan
