Filename,Identifier,IE_krr,IE_exp
104-76-7,CCCCC(CC)CO,7.4506776047,nan
5405-41-4,CCOC(=O)CC(C)O,17.4659858951,nan
3770-50-1,CCOC(=O)c1[nH]c2ccccc2c1,53.9163897825,nan
1126-09-6,CCOC(=O)C1CCNCC1,2.0399313317,nan
617-36-7,CCOC(=O)C(N)=O,31.6460154326,nan
2524-52-9,CCOC(=O)c1ccccn1,40.5032568124,nan
120-43-4,CCOC(=O)N1CCNCC1,-26.2871496853,nan
623-47-2,CCOC(=O)C#C,41.6282051877,nan
39931-77-6,CCOC(=O)Cc1cccnc1,34.8250458196,nan
617-35-6,CCOC(=O)C(C)=O,35.3337287449,nan
2896-60-8,CCc1ccc(O)cc1O,38.8470176983,nan
97-53-0,COc1cc(CC=C)ccc1O,44.9672489162,nan
4602-84-0,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO,16.6917704165,nan
525-82-6,O=C1C=C(Oc2ccccc12)c3ccccc3,67.5392006633,nan
206-44-0,c1ccc2c(c1)c3cccc4cccc2c34,58.1923142579,nan
486-25-9,O=C1c2ccccc2c3ccccc13,73.0147894713,nan
784-50-9,OC(=O)c1ccc2c3ccccc3C(=O)c2c1,80.0727992654,nan
13629-22-6,NN=C1c2ccccc2c3ccccc13,55.9319161235,nan
2321-07-5,Oc1ccc2c(Oc3cc(O)ccc3C24OC(=O)c5ccccc45)c1,69.9892478888,nan
3473-63-0,CC(O)=O.NC=N,-15.6738383024,nan
110-17-8,OC(=O)\C=C\C(O)=O,65.0198215445,nan
98-02-2,SCc1occc1,57.9161693683,nan
77-06-5,CC12[C@@H](O)C=C[C@@]3(OC1=O)[C@@H]4CC[C@]5(O)C[C@]4(CC5=C)[C@H]([C@H]23)C(O)=O,51.3220534253,nan
56-85-9,N[C@@H](CCC(N)=O)C(O)=O,10.6007024751,nan
110-94-1,OC(=O)CCCC(O)=O,45.5223412099,nan
70-18-8,NC(CCC(=O)NC(CS)C(=O)NCC(O)=O)C(O)=O,15.0387761213,nan
56-40-6,NCC(O)=O,-18.5262894624,nan
106-57-0,O=C1CNC(=O)CN1,-26.6903926009,nan
3741-38-6,O=[S]1OCCO1,74.7326450292,nan
496-46-8,O=C1NC2NC(=O)NC2N1,-20.517437936,nan
1149-16-2,Oc1ccccc1N\C=C\N=C2C=CC=CC2=O,37.3400583994,nan
90-05-1,COc1ccccc1O,43.3822756353,nan
489-84-9,CC(C)c1ccc(C)c2ccc(C)c2c1,51.8288720066,nan
593-85-1,NC(N)=N.NC(N)=N.OC(O)=O,-19.8628083182,nan
73-40-5,NC1=NC(=O)c2[nH]cnc2N1,9.7540149904,nan
111-71-7,CCCCCCC=O,26.3468555371,nan
629-30-1,OCCCCCCCO,20.9178339164,nan
111-70-6,CCCCCCCO,18.0090122165,nan
543-49-7,CCCCCC(C)O,14.8082958723,nan
106-35-4,CCCCC(=O)CC,19.4337256061,nan
36653-82-4,CCCCCCCCCCCCCCCCO,30.2396204282,nan
2917-26-2,CCCCCCCCCCCCCCCCS,39.659436197,nan
110-44-1,C/C=C/C=C/C(O)=O,46.3967465829,nan
87-85-4,Cc1c(C)c(C)c(C)c(C)c1C,50.0782053708,nan
100-97-0,C1N2CN3CN1CN(C2)C3,-13.6490971336,nan
629-11-8,OCCCCCCO,17.8716041797,nan
1191-43-1,SCCCCCCS,50.8009275319,nan
942-92-7,CCCCCC(=O)c1ccccc1,48.3361751602,nan
928-96-1,CC\C=C/CCO,11.4340343363,nan
109-49-9,CC(=O)CCC=C,22.3087589356,nan
111-27-3,CCCCCCO,14.542054569,nan
89-51-0,OC(=O)Cc1ccccc1C(O)=O,68.2975504967,nan
4930-98-7,NNc1ccccn1,16.1894825682,nan
118-93-4,CC(=O)c1ccccc1O,50.9666724009,nan
100-83-4,Oc1cccc(C=O)c1,56.5694754183,nan
615-16-7,O=C1Nc2ccccc2N1,37.152536756,nan
99-06-9,OC(=O)c1cccc(O)c1,56.6291592836,nan
5351-23-5,NNC(=O)c1ccc(O)cc1,36.2398578869,nan
1137-42-4,Oc1ccc(cc1)C(=O)c2ccccc2,60.151100779,nan
623-05-2,OCc1ccc(O)cc1,40.67504586,nan
300-85-6,CC(O)CC(O)=O,35.6836032628,nan
14755-02-3,Oc1cccc(\C=C\C([O-])=O)c1,67.9624023583,nan
501-98-4,OC(=O)/C=C/c1ccc(O)cc1,59.8920444709,nan
1076-38-6,OC1=CC(=O)c2ccccc2O1,68.31369006,nan
93-35-6,Oc1ccc2C=CC(=O)Oc2c1,68.7437165986,nan
111-46-6,OCCOCCO,6.9650115292,nan
622-40-2,OCCN1CCOCC1,-26.5372904541,nan
54-16-0,Oc1ccc2[nH]cc(CC([O-])=O)c2c1,61.1643056349,nan
2439-04-5,Oc1cccc2cnccc12,50.199642053,nan
56-04-2,CC1=CC(=O)NC(=S)N1,28.956989136,nan
552-41-0,COc1ccc(C(C)=O)c(O)c1,49.8260516195,nan
121-34-6,COc1cc(ccc1O)C(O)=O,58.6481634453,nan
131-57-7,COc1ccc(c(O)c1)C(=O)c2ccccc2,64.1484448309,nan
875-59-2,CC(=O)c1ccc(O)cc1C,47.5304838003,nan
115-22-0,CC(=O)C(C)(C)O,4.4396063825,nan
67-47-0,OCc1oc(C=O)cc1,55.0090465688,nan
123-42-2,CC(=O)CC(C)(C)O,8.283814583,nan
118-29-6,OCN1C(=O)c2ccccc2C1=O,49.7597183167,nan
3554-74-3,CN1CCCC(O)C1,-27.4508292098,nan
106-52-5,CN1CCC(O)CC1,-30.1373926132,nan
118-71-8,CC1=C(O)C(=O)C=CO1,47.4983134761,nan
675-10-5,CC1=CC(=O)C=C(O)O1,54.1199170351,nan
708-06-5,Oc1ccc2ccccc2c1C=O,71.0164057327,nan
92-70-6,OC(=O)c1cc2ccccc2cc1O,80.574926737,nan
83-72-7,OC1=CC(=O)C(=O)c2ccccc12,72.7653369262,nan
42454-06-8,Oc1ccc(c(C=O)c1)[N+]([O-])=O,73.7805483066,nan
619-14-7,OC(=O)c1ccc(c(O)c1)[N+]([O-])=O,73.6313393033,nan
5418-51-9,[O-][N+](=O)C1=CNC(=O)C=C1,43.2788782032,nan
614-75-5,OC(=O)Cc1ccccc1O,56.5868545805,nan
621-37-4,OC(=O)Cc1cccc(O)c1,52.4048496198,nan
156-38-7,OC(=O)Cc1ccc(O)cc1,51.1720431905,nan
501-97-3,OC(=O)CCc1ccc(O)cc1,51.2277860899,nan
51-35-4,OC1CNC(C1)C(O)=O,1.9722314199,nan
109-00-2,Oc1cccnc1,18.6323021939,nan
826-81-3,Cc1ccc2cccc(O)c2n1,51.2460797058,nan
491-36-1,O=C1N=CNc2ccccc12,46.1280871077,nan
611-36-9,O=C1C=CNc2ccccc12,52.2024385563,nan
345909-35-5,[O-]C(=O)C1=CC(=O)c2ccccc2N1,75.1293004964,nan
7212-44-4,CC(C)=CCC\C(C)=C\CCC(C)(O)C=C,15.1213327684,nan
68-94-0,O=C1N=CNc2nc[nH]c12,5.8137375506,nan
121325-67-5,O=C1NCCN1,-45.2673211791,nan
494-19-9,C1Cc2ccccc2Nc3ccccc13,41.4998057723,nan
606-23-5,O=C1CC(=O)c2ccccc12,69.4423016628,nan
83-33-0,O=C1CCc2ccccc12,57.2368434254,nan
271-44-3,[nH]1ncc2ccccc12,37.0635420498,nan
95-13-6,C1C=Cc2ccccc12,50.1568490717,nan
87-51-4,OC(=O)Cc1c[nH]c2ccccc12,53.9694878389,nan
700-06-1,OCc1c[nH]c2ccccc12,42.166924906,nan
1477-50-5,OC(=O)c1[nH]c2ccccc2c1,60.1139187739,nan
1670-81-1,[O-]C(=O)c1ccc2[nH]ccc2c1,68.62841527,nan
496-15-1,C1Cc2ccccc2N1,36.0538344546,nan
58-63-9,OCC1OC(C(O)C1O)n2cnc3C(=O)N=CNc23,31.6014487417,nan
87-89-8,OC1C(O)C(O)C(O)C(O)C1O,34.8327251395,nan
118-48-9,O=C1Nc2ccccc2C(=O)O1,70.0510417372,nan
493-05-0,C1Cc2ccccc2CO1,51.217005916,nan
97-54-1,COc1cc(\C=C\C)ccc1O,48.0615911091,nan
55-22-1,OC(=O)c1ccncc1,44.2479329606,nan
54-85-3,NNC(=O)c1ccncc1,17.4225472144,nan
39546-32-2,NC(=O)C1CCNCC1,-10.5614180284,nan
498-94-2,OC(=O)C1CCNCC1,-0.3680247762,nan
78-59-1,CC1=CC(=O)CC(C)(C)C1,22.5863640375,nan
121-91-5,OC(=O)c1cccc(c1)C(O)=O,69.231088467,nan
362-75-4,CC1(C)OC2C(CO)OC(C2O1)n3cnc4c(N)ncnc34,24.7638358542,nan
97-65-4,OC(=O)CC(=C)C(O)=O,52.0541978266,nan
502-50-1,OC(=O)CCC(=O)CCC(O)=O,48.7280705593,nan
13414-95-4,O=C1CCCc2sccc12,62.7780926162,nan
20826-94-2,CCOC(=O)C[C@H]1CCCC1=O,29.9578856428,nan
578-66-5,Nc1cccc2cccnc12,33.8556961441,nan
4940-39-0,[O-]C(=O)C1=CC(=O)c2ccccc2O1,82.503373353,nan
10580-19-5,Oc1ccc(cc1)[S]([O-])(=O)=O,85.6670230999,nan
69555-14-2,CCOC(=O)CN=C(c1ccccc1)c2ccccc2,46.1273945788,nan
70591-20-7,N#CCN=C(c1ccccc1)c2ccccc2,40.1445670334,nan
7664-93-9,O[S](O)(=O)=O,28.4955454832,nan
144-62-7,OC(=O)C(O)=O,82.9446065335,nan
4769-97-5,[O-][N+](=O)c1cccc2[nH]ccc12,60.3607556612,nan
4445-07-2,CCCCCCCCCCCCCCCCCCc1ccccc1,39.0745998788,nan
5949-29-1,O.OC(=O)CC(O)(CC(O)=O)C(O)=O,49.7307830381,nan
3891-07-4,OCCN1C(=O)c2ccccc2C1=O,45.5095491807,nan
6269-89-2,[O-][N+](=O)c1ccc(cc1)N2CCNCC2,11.1634319598,nan
61-90-5,CC(C)CC(N)C(O)=O,1.9831054503,nan
123-76-2,CC(=O)CCC(O)=O,37.1323141414,nan
78-70-6,CC(C)=CCCC(C)(O)C=C,11.1410081352,nan
108-48-5,Cc1cccc(C)n1,27.4368134425,nan
6915-15-7,OC(CC(O)=O)C(O)=O,59.4151896657,nan
604-59-1,O=C1C=C(Oc2c1ccc3ccccc23)c4ccccc4,71.6914867306,nan
6051-87-2,O=C1C=C(Oc2ccc3ccccc3c12)c4ccccc4,71.2475835844,nan
86-55-5,OC(=O)c1cccc2ccccc12,71.8359328679,nan
101-48-4,COC(Cc1ccccc1)OC,36.3520686847,nan
103-82-2,OC(=O)Cc1ccccc1,53.0514460528,nan
939-23-1,c1ccc(cc1)c2ccncc2,41.6851804077,nan
635-51-8,OC(=O)CC(C(O)=O)c1ccccc1,61.9873746705,nan
139-66-2,S(c1ccccc1)c2ccccc2,46.5133823234,nan
6443-85-2,N#CCc1cccnc1,27.6490063001,nan
586-98-1,OCc1ccccn1,23.1656531378,nan
100-55-0,OCc1cccnc1,22.4192439443,nan
50-70-4,OCC(O)C(O)C(O)C(O)CO,26.6955669905,nan
69-65-8,OCC(O)C(O)C(O)C(O)CO,26.6192700951,nan
108-78-1,Nc1nc(N)nc(N)n1,6.8604089128,nan
73-31-4,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,27.4282018219,nan
89-78-1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,14.7888408574,nan
2216-51-5,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,14.4786347616,nan
10458-14-7,CC(C)C1CCC(C)CC1=O,14.0146769301,nan
149-30-4,S=C1Nc2ccccc2S1,54.3483508019,nan
2382-96-9,S=C1Nc2ccccc2O1,60.502344144,nan
3570-55-6,SCCSCCS,44.9938127886,nan
60-56-0,CN1C=CNC1=S,9.1498875873,nan
2637-34-5,S=C1NC=CC=C1,33.0352622492,nan
70-49-5,OC(=O)CC(S)C(O)=O,67.3763313334,nan
487-68-3,Cc1cc(C)c(C=O)c(C)c1,47.0439943632,nan
141-79-7,CC(C)=CC(C)=O,8.8217826819,nan
59-51-8,CSCCC(N)C(O)=O,12.8909434796,nan
1738-36-9,COCC#N,12.3134614154,nan
579-74-8,COc1ccccc1C(C)=O,47.5133447187,nan
586-37-8,COc1cccc(c1)C(C)=O,47.9755757929,nan
3424-93-9,COc1ccc(cc1)C(N)=O,46.3891414137,nan
611-94-9,COc1ccc(cc1)C(=O)c2ccccc2,60.4217968416,nan
612-16-8,COc1ccccc1CO,47.2269835638,nan
6971-51-3,COc1cccc(CO)c1,42.4555831592,nan
2517-43-3,COC(C)CCO,4.8069299656,nan
830-09-1,COc1ccc(\C=C\C(O)=O)cc1,58.7885308468,nan
1006-94-6,COc1ccc2[nH]ccc2c1,44.3796808894,nan
10601-19-1,COc1ccc2[nH]cc(C=O)c2c1,56.3575145561,nan
4382-54-1,COc1ccc2[nH]c(cc2c1)C(O)=O,59.5393534305,nan
1076-74-0,COc1ccc2[nH]c(C)cc2c1,40.947300705,nan
5446-92-4,COc1ccc(cn1)[N+]([O-])=O,41.230766821,nan
150-76-5,COc1ccc(O)cc1,39.8939992208,nan
1798-09-0,COc1cccc(CC([O-])=O)c1,60.7294006189,nan
104-01-8,COc1ccc(CC(O)=O)cc1,51.8458348346,nan
121-97-1,CCC(=O)c1ccc(OC)cc1,48.7487607195,nan
1628-89-3,COc1ccccn1,18.5658795572,nan
1078-19-9,COc1ccc2C(=O)CCCc2c1,55.2044665633,nan
105-45-3,COC(=O)CC(C)=O,30.1562465927,nan
577-16-2,CC(=O)c1ccccc1C,48.5275187391,nan
585-74-0,CC(=O)c1cccc(C)c1,49.1881468142,nan
122-00-9,CC(=O)c1ccc(C)cc1,49.293249523,nan
693-05-0,CNCCC#N,-9.1281683819,nan
578-58-5,COc1ccccc1C,38.2543503422,nan
134-20-3,COC(=O)c1ccccc1N,53.2522567678,nan
615-15-6,Cc1[nH]c2ccccc2n1,29.6372486406,nan
93-58-3,COC(=O)c1ccccc1,57.2253831342,nan
134-84-9,Cc1ccc(cc1)C(=O)c2ccccc2,59.5645202445,nan
15206-55-0,COC(=O)C(=O)c1ccccc1,65.2636513982,nan
2947-61-7,Cc1ccc(CC#N)cc1,42.193798024,nan
123-51-3,CC(C)CCO,-2.1298137851,nan
452-86-8,Cc1ccc(O)c(O)c1,42.8909212511,nan
1193-55-1,CC1C(=O)CCCC1=O,31.2469471281,nan
590-67-0,CC1(O)CCCCC1,8.9325572401,nan
583-60-8,CC1CCCCC1=O,17.5245708211,nan
591-24-2,CC1CCCC(=O)C1,16.2669469282,nan
1193-18-6,CC1=CC(=O)CCC1,29.1707659989,nan
105-59-9,CN(CCO)CCO,-37.2937252751,nan
2150-47-2,COC(=O)c1ccc(O)cc1O,57.2892424673,nan
93-61-8,CN(C=O)c1ccccc1,16.5218480644,nan
6284-40-8,CNCC(O)C(O)C(O)C(O)CO,6.031109563,nan
4166-53-4,CC1CC(=O)OC(=O)C1,43.2345968347,nan
99-76-3,COC(=O)c1ccc(O)cc1,55.7084891683,nan
2110-78-3,COC(=O)C(C)(C)O,11.8113889241,nan
4408-64-4,CN(CC(O)=O)CC(O)=O,-13.356858691,nan
95-20-5,Cc1[nH]c2ccccc2c1,38.9046929464,nan
83-34-1,Cc1c[nH]c2ccccc12,40.2472726865,nan
2459-09-8,COC(=O)c1ccncc1,42.9642186017,nan
516-05-2,CC(C(O)=O)C(O)=O,46.5312271639,nan
90-12-0,Cc1cccc2ccccc12,50.6438679808,nan
91-57-6,Cc1ccc2ccccc2c1,51.2193646426,nan
58-27-5,CC1=CC(=O)c2ccccc2C1=O,70.5724905957,nan
93-60-7,COC(=O)c1cccnc1,43.8092961474,nan
119-32-4,Cc1ccc(N)cc1[N+]([O-])=O,52.8731105591,nan
3113-71-1,Cc1cc(ccc1[N+]([O-])=O)C(O)=O,71.3976924277,nan
119-33-5,Cc1ccc(O)c(c1)[N+]([O-])=O,56.7353802047,nan
89-25-8,CC1=NN(C(=O)C1)c2ccccc2,32.640181922,nan
555-57-7,CN(CC#C)Cc1ccccc1,25.0408298594,nan
109-08-0,Cc1cnccn1,-0.6984187028,nan
1453-58-3,Cc1[nH]ncc1,8.5093372732,nan
1122-72-1,Cc1cccc(C=O)n1,42.0660634916,nan
13220-33-2,CN1CCC(O)C1,-35.6796118939,nan
600-22-6,COC(=O)C(C)=O,39.8925906381,nan
7251-61-8,Cc1cnc2ccccc2n1,28.6910297191,nan
3878-55-5,COC(=O)CCC(O)=O,41.5317636553,nan
67-71-0,C[S](C)(=O)=O,27.2028322797,nan
67-68-5,C[S](C)=O,7.7545358001,nan
13679-70-4,Cc1sc(C=O)cc1,59.7908157005,nan
867-44-7,CSC(N)=N.CSC(N)=N.O[S](O)(=O)=O,25.9110105102,nan
951-55-3,Cc1ccc2[nH]cc(C[C@H]([NH3+])C([O-])=O)c2c1,43.6380770847,nan
598-50-5,CNC(N)=O,-49.8678752099,nan
526-99-8,OC(C(O)C(O)C(O)=O)C(O)C(O)=O,66.4234037852,nan
3588-17-8,OC(=O)\C=C\C=C\C(O)=O,68.9221620397,nan
66-77-3,O=Cc1cccc2ccccc12,69.7240903548,nan
66-99-9,O=Cc1ccc2ccccc2c1,73.346576057,nan
81-84-5,O=C1OC(=O)c2cccc3cccc1c23,87.1265076536,nan
581-96-4,OC(=O)Cc1ccc2ccccc2c1,68.4925876464,nan
75-84-3,CC(C)(C)CO,-16.3957040967,nan
98-92-0,NC(=O)c1cccnc1,28.4771204154,nan
59-67-6,OC(=O)c1cccnc1,44.56908561,nan
4138-26-5,NC(=O)[C@@H]1CCC[NH2+]C1,-15.5473613597,nan
577-59-3,CC(=O)c1ccccc1[N+]([O-])=O,66.2704499087,nan
121-89-1,CC(=O)c1cccc(c1)[N+]([O-])=O,68.8087929652,nan
100-19-6,CC(=O)c1ccc(cc1)[N+]([O-])=O,68.5427071459,nan
552-89-6,[O-][N+](=O)c1ccccc1C=O,72.8064226,nan
99-61-6,[O-][N+](=O)c1cccc(C=O)c1,74.0947014836,nan
121-92-6,OC(=O)c1cccc(c1)[N+]([O-])=O,72.00750814,nan
62-23-7,OC(=O)c1ccc(cc1)[N+]([O-])=O,71.4986324058,nan
612-25-9,OCc1ccccc1[N+]([O-])=O,59.4349108971,nan
619-73-8,OCc1ccc(cc1)[N+]([O-])=O,59.5014508331,nan
1083-48-3,[O-][N+](=O)c1ccc(Cc2ccncc2)cc1,58.4663582968,nan
3316-09-4,Oc1ccc(cc1O)[N+]([O-])=O,58.9973123191,nan
1466-88-2,[O-][N+](=O)c1ccccc1\C=C\C=O,71.8936982981,nan
6146-52-7,[O-][N+](=O)c1ccc2[nH]ccc2c1,60.8943224043,nan
19727-83-4,[O-][N+](=O)c1ccc2CCNc2c1,48.8122463529,nan
611-09-6,[O-][N+](=O)c1ccc2NC(=O)C(=O)c2c1,74.0426696464,nan
88-75-5,Oc1ccccc1[N+]([O-])=O,58.3780440689,nan
104-03-0,OC(=O)Cc1ccc(cc1)[N+]([O-])=O,70.5853637343,nan
369-07-3,OCC1OC(Oc2ccccc2[N+]([O-])=O)C(O)C(O)C1O,54.7442223978,nan
108-03-2,CCC[N+]([O-])=O,10.5796101991,nan
586-39-0,[O-][N+](=O)c1cccc(C=C)c1,65.6437075326,nan
610-29-7,OC(=O)c1ccc(C(O)=O)c(c1)[N+]([O-])=O,81.6660608467,nan
3937-56-2,OCCCCCCCCCO,25.0326209182,nan
497-38-1,O=C1CC2CCC1C2,29.2601964934,nan
244-63-3,[nH]1c2ccccc2c3ccncc13,38.1964909249,nan
112-92-5,CCCCCCCCCCCCCCCCCCO,31.5350593418,nan
629-41-4,OCCCCCCCCO,23.2972566466,nan
104-50-7,CCCCC1CCC(=O)O1,35.0141274467,nan
111-13-7,CCCCCCC(C)=O,18.5131360226,nan
3391-86-4,CCCCCC(O)C=C,22.8279663311,nan
124-13-0,CCCCCCCC=O,28.270565896,nan
143-28-2,CCCCCCCC\C=C/CCCCCCCCO,30.4996922597,nan
6153-39-5,O.Cc1cc(O)cc(O)c1,30.9281409306,nan
50887-69-9,[O-]C(=O)C1=CC(=O)NC(=O)N1,56.8901128082,nan
471-47-6,NC(=O)C(O)=O,53.5087676825,nan
515-96-8,NNC(=O)C(N)=O,-4.5197781407,nan
471-46-5,NC(=O)C(N)=O,9.2888095629,nan
497-25-6,O=C1NCCO1,-1.8611982429,nan
59-48-3,Oc1[nH]c2ccccc2c1,43.4375837068,nan
57-10-3,CCCCCCCCCCCCCCCC(O)=O,38.1416298658,nan
135-48-8,c1ccc2cc3cc4cc5ccccc5cc4cc3cc2c1,58.7341166271,nan
1002-84-2,CCCCCCCCCCCCCCC(O)=O,37.8356974552,nan
115-77-5,OCC(CO)(CO)CO,3.8484641643,nan
111-29-5,OCCCCCO,11.6927696712,nan
6032-29-7,CCCC(C)O,5.7144170932,nan
584-02-1,CCC(O)CC,4.7168992922,nan
616-25-1,CCC(O)C=C,11.816031038,nan
198-55-0,c1cc2cccc3c4cccc5cccc(c(c1)c23)c45,59.1172402506,nan
85-01-8,c1ccc2c(c1)ccc3ccccc23,53.8165118781,nan
4707-71-5,O=Cc1cc2ccccc2c3ccccc13,73.7633986476,nan
92-82-0,c1ccc2nc3ccccc3nc2c1,37.8329919237,nan
299-11-6,CO[S]([O-])(=O)=O.C[n+]1c2ccccc2nc3ccccc13,61.097243187,nan
60-12-8,OCCc1ccccc1,37.2943400249,nan
135-67-1,N1c2ccccc2Oc3ccccc13,53.887844268,nan
139-59-3,Nc1ccc(Oc2ccccc2)cc1,45.8524558598,nan
122-99-6,OCCOc1ccccc1,37.6668984132,nan
63-91-2,NC(Cc1ccccc1)C(O)=O,35.091884001,nan
1821-12-1,OC(=O)CCCc1ccccc1,51.9017737325,nan
771-98-2,C1CCC(=CC1)c2ccccc2,44.3696191137,nan
939-90-2,OC(=O)[C@@H]1C[C@H]1c2ccccc2,54.8360264442,nan
19806-17-8,OC(=O)Cc1cccc(CC(O)=O)c1,59.11121514,nan
7325-46-4,[O-]C(=O)Cc1ccc(CC([O-])=O)cc1,75.3273024189,nan
613-73-0,N#CCc1ccccc1CC#N,41.42187515,nan
93-56-1,OCC(O)c1ccccc1,41.2513563447,nan
101-84-8,O(c1ccccc1)c2ccccc2,48.7544611152,nan
875-74-1,[NH3+][C@@H](C([O-])=O)c1ccccc1,47.2875789582,nan
2835-06-5,NC(C(O)=O)c1ccccc1,43.9664023055,nan
948-65-2,[nH]1c2ccccc2cc1c3ccccc3,45.4178150671,nan
90-43-7,Oc1ccccc1c2ccccc2,55.4183065918,nan
534-85-0,Nc1ccccc1Nc2ccccc2,28.7601747994,nan
617-94-7,CC(C)(O)c1ccccc1,31.1953962567,nan
637-44-5,OC(=O)C#Cc1ccccc1,65.453341593,nan
93-53-8,CC(C=O)c1ccccc1,46.4158146709,nan
492-37-5,CC(C(O)=O)c1ccccc1,48.9058116828,nan
1008-89-5,c1ccc(cc1)c2ccccn2,40.4221103649,nan
127-63-9,O=[S](=O)(c1ccccc1)c2ccccc2,67.7166654375,nan
945-51-7,O=[S](c1ccccc1)c2ccccc2,59.6686681811,nan
64-10-8,NC(=O)Nc1ccccc1,27.5981893576,nan
6099-90-7,O.O.Oc1cc(O)cc(O)c1,25.2774223268,nan
253-52-1,c1ccc2cnncc2c1,43.9793834131,nan
1445-69-8,O=C1N=NC(=O)C2C=CC=CC12,54.9420698651,nan
87-41-2,O=C1OCc2ccccc12,70.537909268,nan
85-41-6,O=C1NC(=O)c2ccccc12,60.6574264707,nan
1003-73-2,CC1=CC=C[NH++]([O-])[CH-]1,21.5444058768,nan
98-98-6,OC(=O)c1ccccn1,43.981251664,nan
824-40-8,OC(=O)c1cccc[n+]1[O-],55.8159480051,nan
111-16-0,OC(=O)CCCCCC(O)=O,41.9866881746,nan
535-75-1,OC(=O)C1CCCCN1,-0.4540601983,nan
120-57-0,O=Cc1ccc2OCOc2c1,73.9575882739,nan
495-76-1,OCc1ccc2OCOc2c1,59.3988960723,nan
94-53-1,OC(=O)c1ccc2OCOc2c1,73.3511651573,nan
504-63-2,OCCCO,-1.756007409,nan
4616-63-1,O=C1N(OCC#C)C(=O)c2ccccc12,60.2429456702,nan
93-55-0,CCC(=O)c1ccccc1,50.0541486738,nan
108-32-7,CC1COC(=O)O1,45.942400117,nan
121-79-9,CCCOC(=O)c1cc(O)c(O)c(O)c1,56.4445204218,nan
94-13-3,CCCOC(=O)c1ccc(O)cc1,49.7236177278,nan
120-73-0,[nH]1cnc2ncncc12,5.2725216518,nan
290-37-9,c1cnccn1,-9.1027468212,nan
98-97-5,OC(=O)c1cnccn1,19.8214380651,nan
288-13-1,[nH]1cccn1,0.3867051282,nan
289-80-5,c1ccnnc1,15.0898065842,nan
89-00-9,OC(=O)c1cccnc1C(O)=O,63.7967288231,nan
499-80-9,OC(=O)c1ccnc(c1)C(O)=O,60.2111803469,nan
100-26-5,OC(=O)c1ccc(nc1)C(O)=O,60.2656311987,nan
499-83-2,OC(=O)c1cccc(n1)C(O)=O,62.1007121528,nan
490-11-9,OC(=O)c1ccncc1C(O)=O,65.4338523457,nan
499-81-0,OC(=O)c1cncc(c1)C(O)=O,60.343824903,nan
6419-36-9,[O-]C(=O)Cc1cccnc1,50.3844818549,nan
1003-29-8,O=Cc1[nH]ccc1,31.0636503809,nan
634-97-9,OC(=O)c1[nH]ccc1,36.3152500179,nan
616-45-5,O=C1CCCN1,-12.7492265819,nan
91-63-4,Cc1ccc2ccccc2n1,41.8518381441,nan
81-64-1,Oc1ccc(O)c2C(=O)c3ccccc3C(=O)c12,79.212609909,nan
91-19-0,c1ccc2nccnc2c1,26.0361819638,nan
108-46-3,Oc1cccc(O)c1,38.7699747502,nan
50-69-1,OCC1OC(O)C(O)C1O,38.173202643,nan
138-52-3,OC[C@H]1O[C@@H](Oc2ccccc2CO)[C@H](O)[C@@H](O)[C@@H]1O,48.6978470957,nan
936-02-7,NNC(=O)c1ccccc1O,41.1710798907,nan
89-73-6,ONC(=O)c1ccccc1O,53.7627580751,nan
111-20-6,OC(=O)CCCCCCCCC(O)=O,48.4795607311,nan
302-84-1,NC(CO)C(O)=O,-1.1741375927,nan
56-45-1,NC(CO)C(O)=O,-1.405175155,nan
533-31-3,Oc1ccc2OCOc2c1,60.5367024989,nan
138-59-0,OC1CC(=CC(O)C1O)C(O)=O,42.6501704654,nan
1439-07-2,O1[C@@H]([C@H]1c2ccccc2)c3ccccc3,55.5535062223,nan
505-48-6,OC(=O)CCCCCCC(O)=O,33.4907099247,nan
63-74-1,Nc1ccc(cc1)[S](N)(=O)=O,57.4980660315,nan
26412-87-3,O=[S](=O)=O.c1ccncc1,66.0182044689,nan
134-96-3,COc1cc(C=O)cc(OC)c1O,58.8222647582,nan
530-57-4,COc1cc(cc(OC)c1O)C(O)=O,59.7018785957,nan
2892-62-8,CCCCOC1=C(OCCCC)C(=O)C1=O,45.2186730058,nan
552-94-3,OC(=O)c1ccccc1OC(=O)c2ccccc2O,71.6099778682,nan
880-52-4,CC(=O)NC12CC3CC(CC(C3)C1)C2,20.134660011,nan
3022-15-9,[O-]C(=O)[C@H]1C[NH2+]CC[NH2+]1,-27.2212840638,nan
533-87-9,OCCCCCCC(O)C(O)CCCCCCCC(O)=O,39.3640964512,nan
4394-85-8,O=CN1CCOCC1,-18.681390293,nan
3420-02-8,Cc1ccc2cc[nH]c2c1,40.30959425,nan
16096-32-5,Cc1cccc2[nH]ccc12,39.9469429273,nan
4837-90-5,COc1cccc2[nH]ccc12,43.5604350706,nan
349-46-2,N[C@@H](CSSC[C@H](N)C(O)=O)C(O)=O,17.7574994014,nan
89-57-6,Nc1ccc(O)c(c1)C(O)=O,62.5289080805,nan
3900-45-6,COc1ccc2cc(ccc2c1)C(C)=O,63.9469158747,nan
